Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Strain,TISSUE
SRR6638513,E14.5,RNA-Seq,100,196694000,PRJNA432054,SAMN08431263,130112772,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626196,GSM2969754,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969754,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638514,E14.5,RNA-Seq,100,199451600,PRJNA432054,SAMN08431262,129771748,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626197,GSM2969755,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969755,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638515,E14.5,RNA-Seq,100,65136800,PRJNA432054,SAMN08432214,43506689,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626198,GSM2969756,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969756,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638516,E14.5,RNA-Seq,100,111970100,PRJNA432054,SAMN08432213,74706444,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626199,GSM2969757,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969757,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638517,E14.5,RNA-Seq,100,102670900,PRJNA432054,SAMN08432212,76000730,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626200,GSM2969758,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969758,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638518,E14.5,RNA-Seq,100,108337200,PRJNA432054,SAMN08432262,69649890,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626201,GSM2969759,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969759,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638519,E14.5,RNA-Seq,100,84780800,PRJNA432054,SAMN08432261,60432424,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626202,GSM2969760,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969760,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638520,E14.5,RNA-Seq,100,126098500,PRJNA432054,SAMN08432260,82149101,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626203,GSM2969761,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969761,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638521,E14.5,RNA-Seq,100,177019400,PRJNA432054,SAMN08432259,118701454,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626204,GSM2969762,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969762,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638522,E14.5,RNA-Seq,100,222852200,PRJNA432054,SAMN08432258,143767660,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626205,GSM2969763,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969763,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638523,E14.5,RNA-Seq,100,54749600,PRJNA432054,SAMN08432257,38504729,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626206,GSM2969764,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969764,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638524,E14.5,RNA-Seq,100,77189100,PRJNA432054,SAMN08432244,51507293,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626207,GSM2969765,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969765,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638525,E14.5,RNA-Seq,100,104805300,PRJNA432054,SAMN08432243,71462661,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626208,GSM2969766,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969766,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638526,E14.5,RNA-Seq,100,70104700,PRJNA432054,SAMN08432240,47183806,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626209,GSM2969767,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969767,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638527,E14.5,RNA-Seq,100,85586100,PRJNA432054,SAMN08432239,55499707,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626210,GSM2969768,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969768,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638528,E14.5,RNA-Seq,100,81082000,PRJNA432054,SAMN08432238,54067383,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626211,GSM2969769,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969769,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638529,E14.5,RNA-Seq,100,155480000,PRJNA432054,SAMN08432237,101974595,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626212,GSM2969770,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969770,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638530,E14.5,RNA-Seq,100,148994600,PRJNA432054,SAMN08432236,99220308,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626213,GSM2969771,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969771,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638531,E14.5,RNA-Seq,100,217034400,PRJNA432054,SAMN08432242,138750982,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626214,GSM2969772,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969772,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638532,E14.5,RNA-Seq,100,159870100,PRJNA432054,SAMN08432241,102911406,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626215,GSM2969773,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969773,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638533,E14.5,RNA-Seq,100,141981100,PRJNA432054,SAMN08432229,91629709,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626216,GSM2969774,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969774,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638534,E14.5,RNA-Seq,100,77116100,PRJNA432054,SAMN08432235,50794942,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626217,GSM2969775,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969775,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638535,E14.5,RNA-Seq,100,114709000,PRJNA432054,SAMN08432234,74346629,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626218,GSM2969776,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969776,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638536,E14.5,RNA-Seq,100,96436000,PRJNA432054,SAMN08432233,64155011,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626219,GSM2969777,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969777,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638537,E14.5,RNA-Seq,100,105634700,PRJNA432054,SAMN08432232,69858395,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626220,GSM2969778,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969778,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638538,E14.5,RNA-Seq,100,102221200,PRJNA432054,SAMN08432231,67784188,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626221,GSM2969779,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969779,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638539,E14.5,RNA-Seq,100,125020400,PRJNA432054,SAMN08432230,81241940,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626222,GSM2969780,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969780,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638540,E14.5,RNA-Seq,100,185049000,PRJNA432054,SAMN08432228,119489377,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626223,GSM2969781,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969781,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638541,E14.5,RNA-Seq,100,91689300,PRJNA432054,SAMN08432227,61194593,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626224,GSM2969782,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969782,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638542,E14.5,RNA-Seq,100,100087700,PRJNA432054,SAMN08432226,66990111,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626225,GSM2969783,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969783,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638543,E14.5,RNA-Seq,100,73257200,PRJNA432054,SAMN08432225,49028758,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626226,GSM2969784,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969784,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638544,E14.5,RNA-Seq,100,52206800,PRJNA432054,SAMN08432224,34763914,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626227,GSM2969785,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969785,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638545,E14.5,RNA-Seq,100,98177500,PRJNA432054,SAMN08432223,66684359,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626228,GSM2969786,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969786,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638546,E14.5,RNA-Seq,100,41894400,PRJNA432054,SAMN08432222,28112439,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626229,GSM2969787,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969787,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638547,E14.5,RNA-Seq,100,109037500,PRJNA432054,SAMN08432221,77546172,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626230,GSM2969788,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969788,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638548,E14.5,RNA-Seq,100,124259800,PRJNA432054,SAMN08432220,82053703,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626231,GSM2969789,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969789,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638549,E14.5,RNA-Seq,100,95883300,PRJNA432054,SAMN08432219,64442474,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626232,GSM2969790,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969790,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638550,E14.5,RNA-Seq,100,152811500,PRJNA432054,SAMN08432218,98837301,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626233,GSM2969791,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969791,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638551,E14.5,RNA-Seq,100,113934500,PRJNA432054,SAMN08432217,76458786,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626234,GSM2969792,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969792,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638552,E14.5,RNA-Seq,100,100649400,PRJNA432054,SAMN08432216,67030407,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626235,GSM2969793,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969793,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638553,E14.5,RNA-Seq,100,251965900,PRJNA432054,SAMN08432215,163415412,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626236,GSM2969794,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969794,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638554,E14.5,RNA-Seq,100,78029700,PRJNA432054,SAMN08432002,50513512,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626237,GSM2969795,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969795,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638555,E14.5,RNA-Seq,100,204722600,PRJNA432054,SAMN08432001,132198842,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626238,GSM2969796,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969796,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638556,E14.5,RNA-Seq,100,105137100,PRJNA432054,SAMN08432000,72852923,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626239,GSM2969797,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969797,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638557,E14.5,RNA-Seq,100,84388200,PRJNA432054,SAMN08431999,55190144,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626240,GSM2969798,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969798,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638558,E14.5,RNA-Seq,100,80549600,PRJNA432054,SAMN08431998,53302756,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626241,GSM2969799,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969799,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638559,E14.5,RNA-Seq,100,103102700,PRJNA432054,SAMN08431997,68302686,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626242,GSM2969800,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969800,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638560,E14.5,RNA-Seq,100,96382000,PRJNA432054,SAMN08431996,64935786,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626243,GSM2969801,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969801,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638561,E14.5,RNA-Seq,100,128059200,PRJNA432054,SAMN08431995,84337336,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626244,GSM2969802,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969802,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638562,E14.5,RNA-Seq,100,273220900,PRJNA432054,SAMN08431994,176281412,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626245,GSM2969803,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969803,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638563,E14.5,RNA-Seq,100,112007700,PRJNA432054,SAMN08431993,72568131,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626246,GSM2969804,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969804,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638564,E14.5,RNA-Seq,100,160910500,PRJNA432054,SAMN08431992,103921085,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626247,GSM2969805,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969805,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638565,E14.5,RNA-Seq,100,122047500,PRJNA432054,SAMN08431991,83206918,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626248,GSM2969806,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969806,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638566,E14.5,RNA-Seq,100,191113900,PRJNA432054,SAMN08431990,122276259,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626249,GSM2969807,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969807,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638567,E14.5,RNA-Seq,100,61282200,PRJNA432054,SAMN08431989,48920450,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626250,GSM2969808,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969808,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638568,E14.5,RNA-Seq,100,113126000,PRJNA432054,SAMN08431988,73476119,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626251,GSM2969809,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969809,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638569,E14.5,RNA-Seq,100,40839300,PRJNA432054,SAMN08431987,28147004,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626252,GSM2969810,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969810,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638570,E14.5,RNA-Seq,100,128328800,PRJNA432054,SAMN08431986,87800600,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626253,GSM2969811,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969811,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638571,E14.5,RNA-Seq,100,103087900,PRJNA432054,SAMN08432077,68097846,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626254,GSM2969812,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969812,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638572,E14.5,RNA-Seq,100,85693800,PRJNA432054,SAMN08432076,65574260,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626255,GSM2969813,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969813,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638573,E14.5,RNA-Seq,100,142174600,PRJNA432054,SAMN08432075,95704128,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626256,GSM2969814,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969814,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638574,E14.5,RNA-Seq,100,82162400,PRJNA432054,SAMN08432074,64823955,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626257,GSM2969815,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969815,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638575,E14.5,RNA-Seq,100,131784400,PRJNA432054,SAMN08432073,99209877,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626258,GSM2969816,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969816,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638576,E14.5,RNA-Seq,100,169563300,PRJNA432054,SAMN08432072,113736539,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626259,GSM2969817,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969817,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638577,E14.5,RNA-Seq,100,181440600,PRJNA432054,SAMN08432071,122024190,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626260,GSM2969818,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969818,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638578,E14.5,RNA-Seq,100,173821100,PRJNA432054,SAMN08432070,114012340,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626261,GSM2969819,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969819,Brain,SRP131682,CD1,"CGE,Brain"
SRR6638579,E14.5,RNA-Seq,100,31298900,PRJNA432054,SAMN08432069,24814361,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3626262,GSM2969820,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2969820,Brain,SRP131682,CD1,"CGE,Brain"
